context	ru	de	en	es	fr	it	ja	ko	zh_Hans	zh_Hant
hub1_asuna_1_4	А еще настоек,мазей, ядов… Смотря что именно вам нужно.	Und Tinkturen, Salben, Gifte… Je nachdem, was Sie brauchen.	And tinctures, ointments, poisons… Depends on what you need.	Y también tinturas, ungüentos, venenos… Depende de lo que necesites.	Et aussi des teintures, des onguents, des poisons… Ça dépend de ce dont vous avez besoin.	E anche tinture, unguenti, veleni… Dipende da cosa ti serve.	エキスや軟膏、毒も…何がお求めかによりますけど。	그리고 약초주, 연고, 독약도... 뭐가 필요하신지에 따라 다르죠.	还有药酒、药膏、毒药……看你们具体需要什么。	還有藥酒、藥膏、毒藥……就看你需要什麼了。
hub1_asuna_1_5	Хотя тебе я бы просто посоветовала побольше отдыхать.	Obwohl ich dir einfach raten würde, dich mehr auszuruhen.	Though I'd just advise you to get more rest.	Aunque a ti te aconsejaría que descansaras más.	Mais toi, je te conseillerais juste de te reposer davantage.	Anche se a te consiglierei solo di riposare di più.	でもあなたには、もっと休むことをお勧めするわ。	하지만 너한테는 그냥 푹 쉬라고 조언해 주고 싶어.	不过你嘛，我建议还是多休息比较好。	不過我會建議你多休息。
hub1_asuna_1_6	У тебя сердце слишком быстро бьётся.	Dein Herz schlägt viel zu schnell.	Your heart's beatin' too fast.	Tienes el corazón latiendo demasiado rápido.	Ton cœur bat trop vite.	Il tuo cuore batte troppo forte.	心臓の鼓動が速すぎるの。	심장이 너무 빨리 뛰고 있어.	你心跳太快了。	你的心跳得太快了。
hub1_asuna_1_7	Ч-что?..	W-was?..	W-what?..	¿Q-qué…?	Q-quoi ?..	C-cosa?..	え、えっ？..	뭐, 뭐라고?..	什、什么？..	什、什麼？……
hub1_asuna_1_8	Меня сейчас стошнит.	Mir wird schlecht.	I'm gonna puke.	Ahora mismo voy a vomitar.	Je vais vomir.	Adesso vomito.	俺、今にも吐きそうだぜ。	지금 토할 것 같아.	我要吐了。	我現在想吐。
hub1_asuna_1_9	А ты чего такой колючий?	Und warum bist du so stachelig?	Why're you so prickly?	¿Y tú por qué eres tan arisco?	Et toi, pourquoi es-tu si piquant ?	E tu perché sei così spinoso?	あんた、どうしてそんなにトゲトゲしてるの？	너 왜 이렇게 가시돋쳤어?	你怎么这么戒备？	你為什麼這麼刺頭？
hub1_asuna_1_10	Боишься, что я уведу твоего друга?	Hast du Angst, ich nehme dir deinen Freund weg?	You scared I'm gonna steal your friend?	¿Temes que me lleve a tu amigo?	Tu as peur que je te pique ton ami ?	Hai paura che ti porti via il tuo amico?	私がお前の友達を奪うのが怖いのか？	내가 네 친구를 데려갈까 봐 걱정이야?	怕我把你朋友拐走吗？	你怕我會拐走你的朋友嗎？
hub1_asuna_1_11	Чего?! За языком следи.	Was?! Pass auf, was du sagst.	What?! Watch your mouth.	¡¿Qué?! Cuida tu lengua.	Quoi ?! Surveille ton langage.	Cosa?! Stai attenta a come parli.	なんだと？！口の利き方に気をつけろ。	뭐?! 말조심해.	什么？！管好你的嘴。	什麼？！注意你的言詞。
hub1_asuna_1_12	Милый ребёнок.	Süßes Kind.	Sweet child.	Qué niño más mono.	Cher enfant.	Che bambino carino.	可愛い子ね。	귀여운 꼬맹이.	可爱的小家伙。	可愛的孩子。
hub1_asuna_1_13	Ладно, если понадобятся редкие травы или зелья — вы знаете, где меня искать.	Na gut, wenn ihr seltene Kräuter oder Tränke braucht – ihr wisst, wo ihr mich findet.	Alright, if you need rare herbs or potions—you know where to find me.	Bueno, si necesitáis hierbas raras o pociones, ya sabéis dónde encontrarme.	Bien. Si vous avez besoin d'herbes rares ou de potions, vous savez où me trouver.	Bene, se avete bisogno di erbe o pozioni rare, sapete dove trovarmi.	まあいい、珍しい薬草やポーションが必要なら――どこにいるかはわかってるでしょ。	좋아, 희귀한 약초나 물약이 필요하면 어디서 날 찾을 수 있는지 알지?	好吧，如果需要稀有草药或药剂——你们知道上哪儿找我。	好吧，如果你需要稀有藥草或藥水——你知道在哪裡可以找到我。
hub1_bathman_1_1	ЭЙ ВЫ! Шерстяной! Чешуйчатый! Да-да, я вам!	HEY IHR! Pelzträger! Schuppiger! Ja, genau ihr!	HEY YOU! Furry! Scaly! Yeah, you two!	¡EH, VOSOTROS! ¡El peludo! ¡El escamoso! ¡Sí, sí, a vosotros!	HÉ VOUS ! Le poilu ! L'écailleux ! Oui, oui, c'est à vous que je parle !	EHI VOI! Peloso! Squamoso! Sì, dico a voi!	おいお前ら！毛むくじゃら！鱗野郎！そうそう、お前たちだ！	야 너희! 털복숭아! 비늘돌이! 그래, 너희 말이야!	喂你们！毛茸茸的！带鳞片的！对，就是你们！	嘿！你們！毛茸茸的！鱗片狀的！對對，就是你們！
hub1_bathman_1_2	… Чего ему надо?	… Was will er?	… What's he want?	… ¿Qué quiere de él?	… Qu'est-ce qu'il veut ?	…Cosa vuole?	…あの男、何がしたいんだ？	…쟤 뭘 원하는 거지?	……他想要什么？	……他想幹嘛？
hub1_bathman_1_3	По лицам вижу — мышцы забиты!	Ich sehe es an euren Gesichtern – die Muskeln sind verspannt!	I can see it in your faces—muscles are tight	Por vuestras caras veo que tenéis los músculos agarrotados.	À vos visages, je vois que vos muscles sont noués	Dalle vostre facce vedo che i muscoli sono tesi!	顔を見ればわかる――筋肉が凝り固まってる！	얼굴만 봐도 근육이 뭉쳤어!	看你们脸色就知道——肌肉都僵硬了！	看你們的臉就知道——肌肉僵硬！
hub1_bathman_1_4	Спины деревянные! Душа уставшая!	Steife Rücken! Müde Seelen!	Stiff backs! Weary souls!	¡Espaldas de madera! ¡Almas cansadas!	Le dos raide ! L'âme fatiguée !	Schiena rigida! Anima stanca!	背中がカチコチ！魂が疲れ切ってる！	등이 뻣뻣해! 영혼이 지쳤어!	后背跟木头似的！灵魂都累垮了！	背部僵硬！靈魂疲憊！
hub1_bathman_1_5	Вам срочно нужна баня!	Ihr braucht dringend ein Bad!	You desperately need a bathhouse!	¡Necesitáis un baño urgentemente!	Vous avez un besoin urgent de bains !	Avete un disperato bisogno di un bagno!	緊急で銭湯が必要だ！	너희 둘 급하게 목욕탕 가야 해!	你们急需泡个澡！	你們急需洗個澡！
hub1_bathman_1_6	Вообще-то… звучит не так уж плохо.	Eigentlich… klingt das gar nicht so schlecht.	Actually… that doesn't sound too bad.	La verdad… no suena tan mal.	En fait… ça ne sonne pas si mal.	A dire il vero… non suona così male.	実際…悪くない響きだね。	사실… 그렇게 나쁘게 들리지 않네.	其实……听起来还不赖。	說實話……聽起來還不錯。
hub1_bathman_1_7	Даже не начинай.	Fang gar nicht erst an.	Don't even start.	¡Ni se te ocurra!	Ne commence même pas.	Non ci provare nemmeno.	言うなよ。	시작도 하지 마.	想都别想。	別提了。
hub1_bathman_1_8	Пять минут в пару — как заново родишься!	Fünf Minuten im Dampf – und du bist wie neugeboren!	Five minutes in the steam—you'll be born again!	¡Cinco minutos al vapor y naces de nuevo!	Cinq minutes dans la vapeur, et tu te sentiras renaître !	Cinque minuti di vapore e rinasci!	湯気に5分浸かれば生まれ変わる気分だぜ！	증기탕에서 5분만 있으면 다시 태어난 기분이야!	蒸五分钟就像重获新生！	蒸個五分鐘，你就會脫胎換骨！
hub1_bathman_1_9	Чтобы снова проживать всю эту херь? Ну уж нет!	Um den ganzen Scheiß noch mal zu erleben? Auf keinen Fall!	To go through all that shit again? No way!	¿Para volver a pasar por toda esta mierda? ¡Ni de coña!	Pour revivre toute cette merde ? Ah non, pas question !	Per rivivere tutta questa merda? No, grazie!	またあのクソみたいな目に遭うのか？　まっぴらごめんだぜ！	이런 개잡것을 다시 겪으라고? 절대 안 돼!	再经历一遍这堆破事？门都没有！	又要再經歷一次那種狗屁倒灶的事？才不要！
hub1_bathman_1_10	Это потому что ты ещё нормально не пропотел!	Das liegt daran, dass du noch nicht richtig geschwitzt hast!	That's 'cause you ain't sweated it out proper yet!	¡Eso es porque aún no has sudado lo suficiente!	C'est parce que tu n'as pas encore bien transpiré !	È perché non hai ancora sudato per bene!	お前さん、まだしっかり汗をかいてないからだよ！	아직 땀을 제대로 안 흘려서 그래!	那是因为你还没好好出汗！	那是因為你還沒好好流過汗！
hub1_bathman_1_11	Заходите, бойцы! Сегодня и каждый день банный марафон!	Kommt rein, Kämpfer! Heute und jeden Tag ist Bade-Marathon!	Come on in, fighters! Today and every day, it's a bathhouse marathon!	¡Entrad, luchadores! ¡Hoy y todos los días, maratón de baños!	Entrez, combattants ! Aujourd'hui et tous les jours, c'est marathon du bain !	Avanti, guerrieri! Oggi e ogni giorno, maratona di bagni!	ようこそ、勇士たち！　今日も毎日も銭湯マラソン開催中！	들어오세요, 전사 여러분! 오늘도 매일처럼 목욕 마라톤 시작!	进来吧，战士们！今天和每一天都是泡澡马拉松！	進來吧，戰士們！今天和每天都有澡堂馬拉松！
hub1_fisherman_quest_5_1	Ты можешь поймать еще одного угря?	Kannst du noch einen Aal fangen?	Can you catch another eel?	¿Puedes pescar otra anguila?	Peux-tu attraper une autre anguille ?	Puoi prendere un'altra anguilla?	もう一匹、ウナギを捕まえてくれませんか？	장어 한 마리 더 잡아올 수 있겠어?	你能再钓一条鳗鱼吗？	你還能再抓到一條鰻魚嗎？
hub1_fisherman_quest_5_2	Сам ловить? Ха… нет уж.	Selbst fangen? Ha… nein.	Catch it myself? Ha… no thanks.	¿Pescar yo? Ja… ni hablar.	En pêcher une moi-même ? Ha… non merci.	Pescare da solo? Ah... no.	俺が釣る？　はあ…やめておくぜ。	내가 직접? 하… 절대 안 돼.	自己钓？哈……想得美。	自己抓？哈……才不要。
hub1_fisherman_quest_5_3	Мои руки… для кружки, не для удочки.	Meine Hände… sind für den Krug, nicht für die Angel.	My hands… are for a mug, not a fishing rod.	Mis manos… son para la jarra, no para la caña.	Mes mains… sont faites pour la chope, pas pour la canne à pêche.	Le mie mani... sono per la tazza, non per la canna da pesca.	俺の手は…湯飲み用だ、釣り竿用じゃねえ。	내 손은… 낚싯대가 아니라 술잔을 위한 거야.	我的手……是端酒杯的，不是拿鱼竿的。	我的手……是用來拿酒杯的，不是用來拿釣竿的。
hub1_fisherman_quest_5_4	Но вас научу…	Aber euch bringe ich es bei…	But I'll teach you…	Pero os enseñaré…	Mais je peux vous apprendre…	Ma vi insegnerò…	だが教えてやる…	하지만 가르쳐주지…	但我会教你们……	但我會教你們……
hub1_fisherman_quest_5_5	Так ты пьяный вусмерть.	Du bist doch sturzbetrunken.	You're drunk off your ass.	Estás borracho como una cuba.	Alors tu es ivre mort.	Sei ubriaco fradicio.	てめえ、べろんべろんじゃねえか。	그럼 완전 취했네.	所以你醉得不省人事了。	你醉得一塌糊塗。
hub1_fisherman_quest_5_6	Чему ты вообще можешь научить?	Was kannst du überhaupt lehren?	What can you even teach?	¿Qué puedes enseñar tú, de todos modos?	Qu'est-ce que tu peux bien m'apprendre, toi ?	Cosa puoi insegnare, in fondo?	一体何を教えられるんだ？	넌 대체 뭘 가르칠 수 있다는 거야?	你到底能教我什么？	你到底能教什麼？
hub1_fisherman_quest_5_7	Рыбу не я ловлю.	Den Fisch fange nicht ich.	I don't catch fish.	Yo no pesco.	Ce n'est pas moi qui pêche.	Non sono io a pescare.	魚を釣るのは俺じゃない。	물고기 잡는 건 내가 아니야.	我又不钓鱼。	魚不是我釣的。
hub1_fisherman_quest_5_8	Рыба сама приходит… если правильно позвать.	Der Fisch kommt von selbst … wenn man ihn richtig ruft.	The fish come to me… if you call 'em right.	El pescado viene solo… si lo llamas bien.	Le poisson vient tout seul… si on l'appelle correctement.	Il pesce viene da solo… se lo chiami nel modo giusto.	魚は勝手に来る…正しく呼べばな。	물고기는 제대로 부르면... 저절로 온다.	鱼会自己上钩……只要用对方法。	魚會自己來……只要你叫對了。
hub1_fisherman_quest_5_9	Сушёная лягушка — приманка.	Getrockneter Frosch – der Köder.	Dried frog is bait.	Una rana seca es el cebo.	Une grenouille séchée, c'est l'appât.	Una rana essiccata è l'esca.	干したカエルは餌だ。	말린 개구리는 미끼야.	干青蛙是鱼饵。	乾青蛙是誘餌。
hub1_fisherman_quest_5_10	Бросаешь туда, под корягу.	Du wirfst ihn dorthin, unter die Wurzel.	You throw it there, under the snag.	La tiras ahí, bajo el tronco.	Tu la jettes là, sous la souche.	La lanci lì, sotto il tronco.	あそこへ投げる、流木の下に。	저기, 뿌리 아래에 던지는 거다.	扔到那儿，树根底下。	丟到那邊，樹根下。
hub1_fisherman_quest_5_11	Дёргаешь… три раза. Три. Не два… не пять. Три.	Du zupfst … dreimal. Drei. Nicht zwei … nicht fünf. Drei.	You tug… three times. Three. Not two… not five. Three.	Tiras… tres veces. Tres. Ni dos… ni cinco. Tres.	Tu tires… trois fois. Trois. Pas deux… pas cinq. Trois.	Tiri… tre volte. Tre. Non due… non cinque. Tre.	引っ張る…三回だ。三。二じゃない…五でもない。三。	잡아당겨... 세 번. 셋. 둘도 아니고... 다섯도 아니고. 셋.	拽三下。三下。不能两下……不能五下。三下。	拉……三次。三。不是兩次……也不是五次。三次。
hub1_fisherman_quest_5_12	Может, ещё хором посчитаем? Раз, два, три?	Sollen wir vielleicht im Chor zählen? Eins, zwei, drei?	Maybe we should count together? One, two, three?	¿Quizá deberíamos contar juntos? ¿Uno, dos, tres?	On peut compter en chœur, si tu veux ? Un, deux, trois ?	Magari contiamo in coro? Uno, due, tre?	みんなで数えてみるか？いーち、にーい、さーん？	다 같이 세어볼까? 하나, 둘, 셋?	要不要再一起数数？一、二、三？	也許我們應該一起數？一、二、三？
hub1_fisherman_quest_5_13	Посчитайте. Угрю всё равно…	Zählt. Dem Aal ist es egal …	Count. The eel don't care…	Contad. Al anguila le da igual…	Comptez. L'anguille s'en fout…	Contate pure. All'anguilla non importa…	数えてくれ。ウナギはどうでも…	세어봐. 뱀장어는 상관없어…	你们数吧。鳗鱼反正无所谓……	數吧。鰻魚反正……
hub1_fisherman_quest_5_14	а вам веселее будет.	euch wird es aber mehr Spaß machen.	but you'll have more fun.	y vosotros os divertiréis más.	et vous, ça vous amusera.	e voi vi divertirete di più.	お前らは楽しめるだろ。	너희들은 재미있을 테니까.	你们也能开心点。	你們會更開心。
hub1_fisherman_quest_5_15	Спасибо. Мы попробуем.	Danke. Wir werden es versuchen.	Thank you. We will try.	Gracias. Lo intentaremos.	Merci. Nous allons essayer.	Grazie. Ci proveremo.	ありがとう。やってみます。	고마워요. 우리가 해볼게요.	谢谢。我们试试。	謝謝。我們會試試看。
hub1_fisherman_quest_5_16	Ну… вот. У вас пошло…	Na ja… hier. Es hat bei dir angeschlagen…	Well… there. You got it…	Bueno… ya está. Ya te ha hecho efecto…	Bon… voilà. Ça a marché…	Beh… ecco. Ti è andata…	うーん…ほら。うまくいった…	음… 자. 이제 시작됐네…	嗯……好了。你们开始上钩了……	嗯……好了。你已經……
hub1_fisherman_quest_5_17	Зови, если цунами… а мне надо проспаться…	Ruf, wenn ein Tsunami kommt… ich muss ausschlafen…	Call me if there's a tsunami… I gotta sleep this off…	Llámame si hay un tsunami… que tengo que espabilarme…	Appelle si y a un tsunami… moi, faut que je cuve…	Chiamami se c’è uno tsunami… ora devo dormire…	津波が来たら呼んでくれ…俺は寝てなきゃ…	쓰나미가 오면 불러… 난 자야겠어…	要是海啸来了就叫我……我得睡会儿……	如果海嘯來了就叫我……我得睡一覺……
hub1_fisherman_quest_5_18	Вот охеревший.	Was für ein Arschloch.	What a dick.	¡Qué cabrón!	Quel enfoiré.	Che stronzo.	こいつ、ぶっ飛んでやがる。	씨발 미친놈.	真他妈离谱。	真是個混蛋。
hub1_fisherman_quest_5_19	Зато мы хорошо проведём время.	Dafür werden wir eine gute Zeit haben.	But we'll have a good time.	Pero nos lo pasaremos bien.	Mais nous allons passer un bon moment.	Ma ci divertiremo un mondo.	でも、僕たちは楽しい時間を過ごせるよ。	대신 우리 좋은 시간 보내자.	不过我们会玩得很开心的。	但我們會玩得很開心。
hub1_fisherman_quest_5_20	Ну… посмотрим.	Na ja… mal sehen.	Well… we'll see.	Bueno… ya veremos.	On verra bien…	Beh… vedremo.	まあ…見てみようぜ。	음… 두고 보자.	嗯……走着瞧。	嗯……再看看吧。
hub1_fisherman_quest_6_1	Когда я этого угря выловлю…	Wenn ich diesen Aal fange…	When I catch that eel…	Cuando pesque a esa anguila…	Quand j'aurai pêché cette anguille…	Quando prenderò quell’anguilla…	このウナギを捕まえたら…	이 장어를 잡으면…	等我抓到这条鳗鱼……	等我抓到那條鰻魚……
hub1_fisherman_quest_6_2	я из него всю дурь выбью.	werde ich ihm den ganzen Scheiß austreiben.	I'm gonna beat the shit outta him.	le voy a sacar toda la tontería.	je lui ferai passer l'envie de faire le con.	gli farò passare la voglia di fare lo scemo.	こいつのバカさを叩き出してやる。	미친짓 그만하게 해주지.	非得把它揍得服服帖帖。	我會把牠的蠢勁都打出來。
hub1_fisherman_quest_6_3	Какого черта так долго.	Warum dauert das so lange?	What the hell's takin' so long.	¿Por qué tarda tanto, joder?	Pourquoi ça prend autant de temps, bordel.	Che cazzo ci vuole tanto.	なんでこんなに時間かかるんだよ。	뭐 때문에 이렇게 오래 걸려.	他妈怎么这么久。	搞什麼鬼，這麼久。
hub1_fisherman_quest_6_4	В тебе так много экспрессии!	Du hast so viel Ausdruck!	You have so much expression!	¡Tienes tanta expresividad!	Tu as tellement d'expression !	Hai così tanta espressività!	君はすごく表現力が豊かだね！	너 참 표현력이 풍부하구나!	你真是充满激情！	你真是充滿了表現力！
hub1_fisherman_quest_6_5	Я никогда не встречал никого подобного.	Ich habe noch nie jemanden wie dich getroffen.	I've never met anyone like you.	Nunca he conocido a nadie como tú.	Je n'ai jamais rencontré quelqu'un comme toi.	Non ho mai incontrato nessuno come te.	こんな人、今まで会ったことないよ。	너 같은 놈은 처음 봐.	我从没见过像你这样的人。	我從未見過像你這樣的人。
hub1_fisherman_quest_6_6	Так, я не понял.	Moment, das hab ich nicht verstanden.	Hold on, I don't get it.	A ver, no lo he pillado.	Alors, j'ai pas compris.	Allora, non ho capito.	ちょっと、わかんねえぜ。	야, 나 이해 못했어.	等等，我没搞懂。	等等，我沒聽懂。
hub1_fisherman_quest_6_7	Ты меня типа унизил или мне показалось?	Hast du mich gerade gedemütigt oder bilde ich mir das ein?	Were you tryin' to insult me or somethin'?	¿Me has humillado o me lo ha parecido?	Tu m'as humilié ou c'est moi qui me suis fait des idées ?	Mi hai umiliato o mi è sembrato?	てめえ、俺をバカにしてんのか？それとも気のせいか？	너 지금 나 무시한 거야, 아님 내 착각이야?	你是在羞辱我还是我多心了？	你是想羞辱我，還是我聽錯了？
hub1_fisherman_quest_6_8	Нет, нет, нет! У тебя очень необычная речь.	Nein, nein, nein! Du hast eine sehr ungewöhnliche Art zu sprechen.	No, no, no! Your speech is very unusual.	¡No, no, no! Tienes una forma de hablar muy peculiar.	Non, non, non ! Tu as une façon de parler très particulière.	No, no, no! Hai un modo di parlare molto insolito.	いやいやいや！君の話し方はとても独特だよ。	아니, 아니, 아니! 네 말투가 아주 독특하구나.	不，不，不！你的说话方式很特别。	不，不，不！你的說話方式很特別。
hub1_fisherman_quest_6_9	Ты рубишь с плеча…	Du redest frei von der Leber weg…	You speak bluntly…	Eres directo…	Tu vas droit au but…	Vai dritto al punto…	君はぶっきらぼうで…	넌 무턱대고 덤비지만…	你说话很直率……	你說話很直接……
hub1_fisherman_quest_6_10	но всегда своими словами попадаешь прямо в суть.	aber deine Worte treffen immer genau den Kern.	but your words always hit the mark.	pero siempre das en el clavo con tus palabras.	mais tes mots touchent toujours juste.	ma con le tue parole cogli sempre l'essenza.	でもいつも言葉の核心を突いてくる。	항상 네 말로 핵심을 정확히 찌르더라.	但总能一针见血。	但你的話語總是直指核心。
hub1_fisherman_quest_6_11	В твоей деревне все так общаются?	Reden in deinem Dorf alle so?	Does everyone in your village talk like that?	¿En tu aldea todo el mundo se comunica así?	Dans ton village, tout le monde parle comme ça ?	Nel tuo villaggio tutti parlano così?	君の村のみんなもそうやって話すの？	네 동네 사람들도 다 그렇게 말하니?	你们村里的人都这么说话吗？	你們村子裡的人都這樣說話嗎？
hub1_fisherman_quest_6_12	Такие же эмоциональные?	Sind alle so emotional?	Are they all so emotional?	¿Son igual de emocionales?	Aussi émotif ?	Sono tutti così emotivi?	みんな同じように感情的なの？	다 그렇게 감정적이니?	也都这么情绪化？	都這麼情緒化嗎？
hub1_fisherman_quest_6_13	А, ты про это.	Ach, das meinst du.	Oh, you mean that.	Ah, te refieres a eso.	Ah, tu parles de ça.	Ah, parli di questo.	ああ、それか。	아, 그거 말이지.	啊，你说这个。	啊，你說這個啊。
hub1_fisherman_quest_6_14	Этот базар мне достался от мразей, у которых я провел всю свою жизнь.	Diese Scheiß-Art zu reden hab ich von den Abschaum-Leuten, bei denen ich mein ganzes Leben verbracht hab.	I picked up this way of talkin' from the scum I spent my whole life with	Esta forma de hablar la he pillado de la escoria con la que he pasado toda mi vida.	Ce langage, je l'ai appris des ordures avec qui j'ai passé toute ma vie	Questo modo di parlare l'ho imparato dalle bastarde con cui ho passato tutta la mia vita.	この口の利き方は、俺が一生を過ごしたクソ野郎どもから覚えたんだ。	이 말투는 내 평생을 함께 보낸 쓰레기들한테서 물려받은 거야.	这口条是跟我伺候了一辈子的那群杂碎学的。	我這說話方式是跟那些我待了一輩子的人渣學來的。
hub1_fisherman_quest_6_15	А как было в моей родной деревне… я уже плохо помню.	Und wie es in meinem Heimatdorf war… daran erinnere ich mich kaum noch.	And what it was like in my home village… I barely remember anymore.	Y cómo era en mi aldea natal… ya no me acuerdo bien.	Et comment c'était dans mon village natal… je m'en souviens à peine.	E com'era nel mio villaggio natale… non me lo ricordo più bene.	俺の故郷の村がどうだったか…もうよく覚えてないぜ。	우리 고향 동네가 어땠는지는… 이제 잘 기억이 안 나.	至于我老家村里什么样……已经记不清了。	至於我老家村子裡是怎樣……我已經記不太清了。
hub1_fisherman_quest_6_16	Совсем ничего?	Gar nichts?	Absolutely nothing?	¿Absolutamente nada?	Vraiment rien du tout ?	Proprio niente?	まったく何も？	아무것도 기억 안 나?	一点都没有吗？	真的什麼都沒有嗎？
hub1_fisherman_quest_6_17	Я помню сестру, как она мне лепила онигири…	Ich erinnere mich an meine Schwester, wie sie Onigiri für mich gemacht hat…	I remember my sister, how she used to make me onigiri…	Recuerdo a mi hermana, cómo me preparaba onigiri…	Je me souviens de ma sœur, elle me préparait des onigiri…	Ricordo mia sorella, come mi preparava gli onigiri…	姉がおにぎりを握ってくれたのを覚えてる…	누나가 어떻게 주먹밥을 빚어주던 게 기억나…	我还记得姐姐给我捏饭团的样子……	我記得我姊姊，她會幫我做飯糰……
hub1_fisherman_quest_6_18	как она заставляла убираться в нашей хижине	wie sie mich gezwungen hat, unsere Hütte aufzuräumen	how she made me clean our hut	cómo me obligaba a limpiar nuestra cabaña	elle me forçait à nettoyer notre cabane	come mi costringeva a pulire la nostra capanna	小屋の掃除をしろってうるさく言ってたこと	우리 오두막 치우라고 자꾸 혼내던 것도	她总逼着我在我们的小屋里打扫	她會逼我打掃我們的茅屋
hub1_fisherman_quest_6_19	постоянно играла со мной и шутила.	ständig mit mir gespielt und Witze gemacht hat.	always played with me and joked around.	siempre jugaba conmigo y bromeaba.	elle jouait et plaisantait toujours avec moi.	giocava sempre con me e scherzava.	いつも一緒に遊んで冗談を言ってた	항상 같이 놀아주고 장난치던 것도.	一直陪我玩耍开玩笑。	她總是跟我玩，跟我開玩笑。
hub1_fisherman_quest_6_20	Смешила меня. Мне казалось, что все будет хорошо.	Sie hat mich zum Lachen gebracht. Ich dachte, alles würde gut werden.	Made me laugh. I thought everything would be fine.	Me hacía reír. Pensaba que todo iría bien.	Elle me faisait rire. Je pensais que tout irait bien.	Mi faceva ridere. Pensavo che tutto sarebbe andato bene.	俺を笑わせてくれた。全部うまくいくって思えてた	날 웃겨줬지. 그땐 모든 게 괜찮을 거라 생각했어.	逗我笑。我以为一切都会好起来的。	她逗我笑。我以為一切都會好起來的。
hub1_fisherman_quest_6_21	Ну… рядом с ней - всегда так было.	Nun ja… mit ihr zusammen war es immer so.	Well… with her around, it always was.	Bueno… a su lado, siempre fue así.	Enfin… avec elle, ça a toujours été comme ça.	Beh… con lei era sempre così.	まあ…姉の側にいるときは、いつもそうだった	음… 그녀랑 있으면 항상 그랬지.	嗯…在她身边——总是这样的。	嗯……在她身邊——一直都是這樣。
hub1_fisherman_quest_6_22	Мне так жаль это слышать.	Das tut mir leid zu hören.	I'm so sorry to hear that.	Siento mucho oír eso.	Je suis désolé d'entendre ça.	Mi dispiace tanto sentirlo.	お気の毒に	그런 말 듣고 보니 정말 안됐구나.	听到这些我很难过。	聽到這些我很難過。
hub1_fisherman_quest_6_23	Тебе наверное пришлось тяжело.	Du musst es schwer gehabt haben.	You must've had a hard time.	Debió ser duro para ti.	Tu as dû traverser des moments difficiles.	Devi aver passato dei momenti difficili.	きっと大変だったでしょう	힘들었겠다.	你一定过得很辛苦吧。	你一定很辛苦吧。
hub1_fisherman_quest_6_24	Но хорошо, что у тебя есть эти воспоминания о сестре.	Aber es ist gut, dass du diese Erinnerungen an deine Schwester hast.	But it's good that you have these memories of your sister.	Pero es bueno que tengas esos recuerdos de tu hermana.	Mais c'est bien que tu aies ces souvenirs de ta sœur.	Ma è un bene che tu abbia questi ricordi di tua sorella.	でも、姉さんの思い出があるのは良いことです	그래도 누나에 대한 기억이 남아있어서 다행이야.	但幸好你还保留着关于姐姐的这些回忆。	但很高興你還有這些關於姊姊的回憶。
hub1_fisherman_quest_6_25	Они как светлячки в ночи - выведут тебя на верный путь.	Sie sind wie Glühwürmchen in der Nacht – sie werden dich auf den richtigen Weg führen.	They're like fireflies in the night—they'll lead you on the right path	Son como luciérnagas en la noche, te guiarán por el camino correcto.	Ils sont comme des lucioles dans la nuit, ils te guideront sur le bon chemin	Sono come lucciole nella notte: ti guideranno sulla strada giusta.	夜の蛍のように、正しい道へ導いてくれますよ	밤속의 반딧불이처럼 널 바른 길로 이끌어 줄 거야.	它们就像夜里的萤火虫——会指引你走上正确的道路。	它們就像夜晚的螢火蟲——會引導你走向正確的道路。
hub1_fisherman_quest_6_26	…	…	…	…	…	…	…	…	……	……
hub1_fisherman_quest_6_27	Слышь?	Hör mal?	Hey,	¿Oye?	Tu piges ?	Senti?	おい？	야!	听见没？	喂？
hub1_fisherman_quest_6_28	Этим задротским словечкам тебя твои родители чудилы научили?	Haben dir deine Freak-Eltern diese Nerd-Wörter beigebracht?	Did your freak parents teach you all them nerdy words?	¿Esas palabrejas de friki te las enseñaron tus padres, los raritos?	C’est tes parents, ces cinglés, qui t’ont appris ces mots de merde de geek ?	Ti hanno insegnato queste parole da sfigato i tuoi genitori, quei mostri?	そういうオタク言葉、親のクソ蜘蛛に教わったのか？	이런 씹덕스러운 말들은 니 부모님 괴물들이 가르쳐 줬냐?	这些书呆子词儿是你那怪胎爹妈教的？	你那些書呆子詞彙，是你那對怪胎父母教你的嗎？
hub1_fisherman_quest_6_29	Ну… да.	Nun… ja.	Well… yes.	Bueno… sí.	Eh bien… oui	Beh… sì.	ええ…そうです。	음… 네.	呃……是的。	嗯……是的。
hub1_fisherman_quest_6_30	Наги редко выбирают стезю воина…	Nagas wählen selten den Weg des Kriegers…	Nagas rarely choose the path of a warrior…	Los Nagas rara vez eligen el camino del guerrero…	Les Nagas choisissent rarement la voie du guerrier…	I Naga raramente scelgono la via del guerriero…	ナーガが戦士の道を選ぶことは稀で…	나가들은 전사 길을 잘 선택하지 않아요…	纳迦很少选择战士之路……	那伽族很少選擇成為戰士……
